compound_id,compound_smiles
CHEMBL1834230,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1CC(C)C=N1
CHEMBL1834231,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1CCC=N1
CHEMBL1834232,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1CCC(=N1)C
CHEMBL1834234,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1C(CC=N1)c1ccccc1
CHEMBL1834235,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1[C@@H](CC=N1)c1ccccc1
CHEMBL1834237,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1C(CC=N1)c1ccncc1
CHEMBL1834238,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1C(CC=N1)c1ccco1
CHEMBL1834239,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1C(CC=N1)c1ccc(cc1)F
CHEMBL1834240,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1ccc(cc1)Cl
CHEMBL1834241,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1cccc(c1)F
CHEMBL1834242,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1cccc(c1)C(F)(F)F
CHEMBL1834243,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1cccc(C)c1
CHEMBL1834332,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1cccc(c1)OC
CHEMBL1834333,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1ccc(c(c1)Cl)Cl
CHEMBL1834334,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1cc(cc(c1)Cl)Cl
CHEMBL1834335,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1cc(ccc1Cl)Cl
CHEMBL1834336,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1c(cccc1Cl)Cl
CHEMBL1834337,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1cccc(c1F)Cl
CHEMBL1834338,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1cccc2ccccc12
CHEMBL1834339,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1ccc2ccccc2c1
CHEMBL1834340,CCC1C=NN(C1)C(=NCC)NS(=O)c1c(C)c2cc(ccc2s1)Cl
CHEMBL1834341,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1c(Cl)nc2n1ccs2
CHEMBL1834342,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1ccc(Cl)s1
CHEMBL1834343,CCC1C=NN(C1)C(=NCC)NS(=O)(=O)c1c(C)nn(C)c1Cl
CHEMBL1834345,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1CC(C)(C)C=N1
CHEMBL1834346,CCC1(CC)C=NN(C1)C(=NCC)NS(=O)(=O)c1cccc(c1)Cl
CHEMBL1834347,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1CC2(CCCC2)C=N1
CHEMBL1834348,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1CC2(CCCCC2)C=N1
CHEMBL1834349,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1CC2(CCOCC2)C=N1
CHEMBL1834350,CCN=C(NS(=O)(=O)c1cccc(c1)Cl)N1CC2(CCNCC2)C=N1
CHEMBL1834352,CCN=C(NS(=O)(=O)c1ccccc1)N1CC(C)(C)C=N1
CHEMBL1834385,c1ccc(cc1)c1cc[nH]c(=N)n1
CHEMBL1834386,C1Cc2c(cco2)c2c1c[nH]c(=N)n2
CHEMBL1834387,CCCc1c(c[nH]c(=N)n1)C(=O)OCC
CHEMBL1834388,c1c[nH]c(=N)nc1c1nccs1
CHEMBL1834390,CCSc1nc(C)nc(=N)[nH]1
CHEMBL18351,COc1ccc(cc1O)c1c(c(=O)c2c(c(c(c(c2o1)OC)OC)OC)O)OC
CHEMBL1836312,c1ccc(cc1)C(=NC[C@H]([C@H]([C@H]1[C@@H]([C@H](C[C@@](C(=O)O)(OCc2cccc(c2F)F)O1)O)N=C(CF)[O-])O)O)O.[Na+]
CHEMBL1836932,Cc1nc(c2c(n1)n(c(C)n2)c1ccc(cc1)OC)NC(C1CC1)C1CC1
CHEMBL1836944,Cc1nc(c2c(n1)n(c(C)n2)c1ccc(cc1)OC(F)F)NC(C1CC1)C1CC1
CHEMBL1836945,Cc1nc(c2c(n1)n(c(C)n2)c1ccc(cc1Cl)OC(F)F)NC(C1CC1)C1CC1
CHEMBL1836947,Cc1nc(c2c(n1)n(c(C)n2)c1ccc(cc1OC)OC(F)F)NC(C1CC1)C1CC1
CHEMBL183992,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)N
CHEMBL184,C(COCn1cnc2c1[nH]c(=N)nc2O)O
CHEMBL184046,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)NC
CHEMBL184158,Cc1cccc(c1)N=C(CN1CCN(CC1)c1ccccc1C#N)O
CHEMBL185007,CN(C)S(=O)(=O)N1CCN(CC1)C1CN(CC[C@@]2(CCC(=O)N(CC3CC3)C2)c2ccc(c(c2)Cl)Cl)C1
CHEMBL185133,C1CC1CCN1C[C@@](CCC1=O)(CCN1CC(C1)N1CCC(CC1)F)c1ccc(c(c1)Cl)Cl
CHEMBL185182,CS(=O)(=O)N1CCN(CC1)C1CN(CC[C@@]2(CCC(=O)N(CC3CCC(CC3)(F)F)C2)c2ccc(c(c2)Cl)Cl)C1
CHEMBL185271,CC(=Nc1cccc(c1)C1CCN(CCCN=C(N2[C@@H](c3ccc(c(c3)F)F)C(=C(COC)N=C2O)C(=O)OC)O)CC1)O
CHEMBL185452,CS(=O)(=O)N1CCN(CC1)C1CN(CC[C@@]2(CCC(=O)N(CC3CC3)C2)c2ccc(c(c2)Cl)Cl)C1
CHEMBL185572,C1CCC(CC1)CN1C[C@@](CCC1=O)(CCN1CC(C1)N1CCOCC1)c1ccc(c(c1)Cl)Cl
CHEMBL185704,CCOC(=O)/C(=C/[C@H](C(C)C)N(C)C(=O)[C@H](C(C)(C)C)N=C([C@H](C(C)(C)c1ccccc1)NC)O)/C
CHEMBL185802,c1cc(c(c(c1)NC(=N)NC(=N)N)Cl)Cl
CHEMBL185917,c1cc(=N)[nH]c2ccc(cc12)F
CHEMBL185928,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccc(cc1)O)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)N=C([C@H](C)N)O
CHEMBL185932,CC1(C)COC(c2ccc3c(ccc(=N)[nH]3)c2)OC1
CHEMBL185951,CN1CCN(CC1)C(=O)c1[nH]c2ccc(cc2n1)Cl
CHEMBL18598,CN1CCc2cc(cc3c2[C@H]1Cc1ccc(c(c31)O)O)F
CHEMBL186113,CCn1nc([C@@H]2[C@H]([C@H]([C@H](n3cnc4c(N)[nH]c(=N[C@@H](Cc5ccccc5)CO)nc34)O2)O)O)nn1
CHEMBL186250,CC(=O)c1cn2c(n1)N(c1cc(cc(c1)Cl)Cl)C(=O)C2(C)Cc1ccc(cc1)Br
CHEMBL186684,CC(C)C[C@@H](c1ccccc1N1CCCCC1)N=C(Cc1ccc(c(c1)OCCF)C(=O)O)O
CHEMBL186717,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N([C@@H](C)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)C1CCCCC1)N=C([C@H](C)N)O
CHEMBL186755,CC(C)[C@@H](C(=O)N1CCC1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)N=C([C@H](C)N)O
CHEMBL1868007,Cc1ccc(cc1)S(=O)(=O)Nc1cc(c(c2ccccc12)O)SCC(=O)O
CHEMBL186819,CCCC[C@@H](C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)N=C([C@@H]1CCCN1C(=O)[C@H](C(C)C)N=C([C@H](C)N)O)O
CHEMBL186829,C[C@@]1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2ncc(n12)S(=O)(=O)CCCOC
CHEMBL186839,CC(C)C[C@@H](C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)N=C([C@@H]1CCCN1C(=O)[C@H](C(C)C)N=C([C@H](C)N)O)O
CHEMBL1868702,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O
CHEMBL1868825,CCc1cccc(C)c1N=C(C(c1ccccc1)NS(=O)(=O)c1ccc2c(CCC(=O)N2)c1)O
CHEMBL186911,CC(C)[C@H](C(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)N=C([C@H](C)N)O
CHEMBL187005,C[C@@H](C(=N[C@H](C(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)C(C)(C)C)O)N
CHEMBL187059,Cc1cc(C)c(c(C)c1)N1C(=O)c2ccc(cc2C1=O)C(=Nc1cc(cc(c1)C(=O)O)C(=O)O)O
CHEMBL187099,C[C@@H](C(=N[C@@H](C)C(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)O)N
CHEMBL187285,Cc1cc2cc(C(=O)N3CCN(C)CC3)[nH]c2c(c1)Cl
CHEMBL187383,CC1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2nnnn12
CHEMBL187435,CC1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2ncc(I)n12
CHEMBL187465,C[C@H]([C@@H](C(=O)N1CC=C[C@H]1C(=N)O)N=C(CCCc1ccccc1)O)OP(=O)(O)O
CHEMBL187542,CC1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2nc(cn12)Br
CHEMBL18772,c1ccc2c(c1)ccc(n2)N1CCNCC1
CHEMBL187793,C[C@H]([C@@H](C(=O)N1CC=C[C@H]1C(=N)O)N=C(O)OCC1c2ccccc2c2ccccc12)OP(=O)(O)O
CHEMBL187820,C[C@@]1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2ncc(n12)S(=O)(=O)CCCO
CHEMBL187872,C[C@H]([C@@H](C(=O)N1CC[C@H]1C(=N)O)N=C(C)O)OP(=O)(O)O
CHEMBL187951,c1ccc2c(c1)cnc(=N)[nH]2
CHEMBL188029,C[C@H]([C@@H](C(=O)N1CSC[C@H]1C(=N)O)N=C(C)O)OP(=O)(O)O
CHEMBL188092,C[C@@]1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2ncc(n12)S(=O)(=O)CCCCO
CHEMBL188224,CC1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2nccn12
CHEMBL188350,CC(C)[C@@H](C(=O)N(C)CC(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)N=C([C@H](C)N)O
CHEMBL1883668,c1cc2c(cc1N(=O)=O)c(=N)[nH]c(=N)[nH]2
CHEMBL188372,CC(C)[C@@H](/C=C(\C)/C(=O)O)N(C)C(=O)[C@H](C(C)(C)C)N=C([C@H](C(C)(C)c1ccc(cc1)OC)NC)O
CHEMBL18840,c1cc2c(cc1C(=N)O)c(CCN)c[nH]2
CHEMBL188485,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=N)O)N=C(CCCCc1ccccc1)O)OP(=O)(O)O
CHEMBL188508,C[C@@H](C(=NCC(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)O)N
CHEMBL188510,CC(C(=N[C@@H](C1CCCCC1)C(=O)N1C[C@H](C[C@H]1C(=NC1CCCc2ccccc12)O)Oc1ccccc1)O)NC
CHEMBL188596,CC1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2ncc(C#N)n12
CHEMBL188614,Cc1cnc2N(c3cc(cc(c3)Cl)Cl)C(=O)C(C)(Cc3ccc(cc3)Br)n12
CHEMBL188615,CC(=NCCCS(=O)(=O)c1cnc2N(c3cc(cc(c3)Cl)Cl)C(=O)[C@@](C)(Cc3ccc(cc3)Br)n12)O
CHEMBL188721,CC1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2nncn12
CHEMBL188726,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=N[C@@H](Cc1cccc2ccccc12)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)N=C([C@H](C)N)O
CHEMBL188762,CCC(=Nc1ccc2c(c1)c(ncn2)Nc1cccc(c1)Br)O
CHEMBL188771,CC1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2ncc(n12)S(=O)(=O)C
CHEMBL18879,C=CC(C)(C)c1c(c2ccccc2[nH]1)C1=C(C(=C(c2c[nH]c3c(cccc23)CC=C(C)C)C(=O)C1=O)O)O
CHEMBL1888104,c1ccc2c(c1)c(cc(c2O)SCC(=O)O)NS(=O)(=O)c1ccc(cc1)F
CHEMBL189071,C[C@@H](C(=N[C@H](C(=O)N1CCC[C@H]1C(=NCCc1ccccc1)O)C(C)(C)C)O)NC
CHEMBL189121,C[C@@]1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2ncc(n12)S(=O)(=O)CCO
CHEMBL189124,C[C@@]1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2nccn12
CHEMBL189145,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)O)O)N=C([C@H](C)N)O
CHEMBL189197,c1cc(=N)[nH]c2ccc(cc12)Br
CHEMBL189202,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](C(C)C)C(=O)O)O)O)N=C([C@H](C)N)O
CHEMBL1892158,c1ccc2c(c1)c(cc(C(F)(F)F)n2)N1CCNCC1
CHEMBL189279,C[C@H]([C@@H](C(=O)N1CC=C[C@H]1C(=N)O)N=C(C)O)OP(=O)(O)O
CHEMBL189422,Cc1ccc(c(C)c1)N1CCN(CCNC(=O)c2ccco2)CC1
CHEMBL189433,C=CC(C)(C)c1c(cc(c2c(=O)c(c(c3ccccc3)oc12)O)O)O
CHEMBL189682,Cc1ccc(cc1)N1CCN(CCN=C(c2cccnc2)O)CC1
CHEMBL189787,COc1cccc(c1)N1CCN(CCNC(=O)c2ccco2)CC1
CHEMBL189818,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=N)O)N=C(CCCc1ccccc1)O)OP(=O)(O)O
CHEMBL189819,CC1(Cc2ccc(cc2)Br)C(=O)N(c2cc(cc(c2)Cl)Cl)c2nc(cn12)S(=O)(=O)C
CHEMBL1898239,Cc1nnc(n1c1ccc(cc1)OC)SCc1nc(c2ccc(cc2)OC)no1
CHEMBL190,Cn1c2c(c(=O)n(C)c1=O)nc[nH]2
CHEMBL19010,C(Cc1cnc[nH]1)COCc1ccc(cc1)I
CHEMBL190112,CC(c1cccc(c1)CN1[C@H](COc2ccccc2)[C@@H]([C@H]([C@@H](COc2ccccc2)N(Cc2cccc(c2)C(C)NO)S1(=O)=O)O)O)NO
CHEMBL190187,COc1ccc(cc1)N1CCN(CCNC(=O)c2ccco2)CC1
CHEMBL19019,C1CC1CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O
CHEMBL190265,C1=C[C@](C[C@H]([C@@H]1O)O)(C(=O)O)O
CHEMBL190649,C[C@H]([C@@H](C(=O)N1C[C@@H](C[C@H]1C(=N)O)F)N=C(C)O)OP(=O)(O)O
CHEMBL190710,c1ccc2c(c1)OCC(c1csc(n1)NC(=N)N)O2
CHEMBL1907216,c1ccc(cc1)COc1ccc(cc1CNCC1CCCO1)Br
CHEMBL1907668,Cc1ccn(Cc2ccc(cc2)OC)c(=O)c1N=C([C@@H](Cc1ccc(cc1)C(C)(C)C(=O)O)N=C(C(C)(C)c1ccc2ccccc2c1)O)O
CHEMBL1908391,Cc1ccc(cc1N=c1[nH]c(cs1)c1cccnc1)NC(=O)c1ccc(cc1)CN1CCN(C)CC1
CHEMBL1908394,C[C@H](c1ccccc1C(F)(F)F)Oc1cc(n2cnc3ccc(cc23)CN2CCN(C)CC2)sc1C(=O)N
CHEMBL1908395,CN(C)CC(=O)N1CCC(CC1)c1ccc(c(c1)C1=CCCCC1)NC(=O)c1ncc(C#N)[nH]1.Cl
CHEMBL1908396,CC(c1nccs1)N=C(Nc1ccc(cc1OC)Oc1ccnc2cc(c(cc12)OC)OC)O
CHEMBL1908397,c1ccc2c(c1)c(/C=C/c1ccc(cc1)C(=O)N1CCNCC1)n[nH]2
CHEMBL190868,C[C@H]([C@@H](C(=O)N1CCC[C@@H]1C(=N)O)N=C(C)O)OP(=O)(O)O
CHEMBL191,CCCCc1nc(c(CO)n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)Cl
CHEMBL191003,c1cc(c(c(c1)F)C(=O)n1c(=N)nc(Nc2ccc(cc2)S(=O)(=O)N)[nH]1)F
CHEMBL191026,Cc1ccc(cc1)N1CCN(CCNC(=O)c2ccncc2)CC1
CHEMBL191037,c1ccc2c(c1)c1ccccc1C2COC(=N[C@@H](CCC/N=C/1\C(=C(C1=O)O)O)C(=O)N1CCC[C@H]1C(=N)O)O
CHEMBL1910378,COc1ccc(cc1)CN(CCN1CCN(CC1)C(=O)c1cc2ccccc2[nH]1)c1ccccn1
CHEMBL1910379,COc1ccc(cc1)CN(CCN1CCN(CC1)C(=O)c1cc2cc(ccc2[nH]1)Cl)c1ccccn1
CHEMBL1910380,COc1ccc(cc1)CN(CCN1CCN(CC1)C(=O)c1[nH]c2ccccc2n1)c1ccccn1
CHEMBL1910381,CN(CCN1CCN(CC1)C(=O)c1cc2ccccc2[nH]1)CCN(Cc1ccc(cc1)OC)c1ccccn1
CHEMBL1910382,CN(CCN1CCN(CC1)C(=O)c1cc2cc(ccc2[nH]1)Cl)CCN(Cc1ccc(cc1)OC)c1ccccn1
CHEMBL1910384,COc1ccc(cc1)CN(CCN[C@H]1CCN(C1)C(=O)c1cc2ccccc2[nH]1)c1ccccn1
CHEMBL1910385,CC(CN(C)CCN(Cc1ccc(cc1)OC)c1ccccn1)Nc1ccc2c(c1)cc(C(=O)N1CCN(C)CC1)[nH]2
CHEMBL1910386,c1ccc2c(c1)cc(C(=O)N1CCN(CCN3CCC(CC3)N=c3[nH]c4ccccc4n3Cc3ccc(cc3)F)CC1)[nH]2
CHEMBL1910764,CC(C)N(CCCn1c2c(c(N)ncn2)nc1Sc1cc2c(cc1I)OCO2)C(=Nc1ccc(c(c1)C(=O)O)c1c2ccc(cc2oc2cc(=O)ccc12)O)S
CHEMBL191209,COc1ccccc1N1CCN(CCN=C(c2cc3ccccc3oc2=O)O)CC1
CHEMBL191285,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=N)O)N=C(Cc1ccccc1)O)OP(=O)(O)O
CHEMBL19130,CN1CCc2cc(cc3c2[C@H]1Cc1ccc(c(c31)O)O)O
CHEMBL191311,C[C@H]([C@@H](C(=O)N1C[C@@H](C[C@H]1C(=N)O)O)N=C(C)O)OP(=O)(O)O
CHEMBL191334,CC(C)Oc1cc(ccc1C1=N[C@@H](c2ccc(cc2)Cl)[C@@H](c2ccc(cc2)Cl)N1C(=O)N1CCN=C(C1)O)OC
CHEMBL191405,CCN(CC)Cc1ccc(cc1)OC1CCN(CC1)C(C)C
CHEMBL1914541,CN1CCN(CC1)c1c2c(c3cc(ccc3o2)Cl)[nH]c(=N)n1
CHEMBL1914750,CNC1CCN(C1)c1c2c(c3cc(ccc3o2)Cl)[nH]c(=N)n1
CHEMBL1915048,CN[C@@H]1CCN(C1)c1c2c(c3cc(cnc3o2)Cl)[nH]c(=N)n1
CHEMBL1915516,CCCOc1ccc(cc1c1nc(CC)cc(n1)O)S(=O)(=O)N1CCN(C)CC1
CHEMBL1915517,CCCOc1ccc(cc1c1nc(CC)c(c(n1)O)F)S(=O)(=O)N1CCN(C)CC1
CHEMBL1915518,CCCOc1ccc(cc1c1nc(CC)c(c(n1)O)Cl)S(=O)(=O)N1CCN(C)CC1
CHEMBL1915519,CCCOc1ccc(cc1c1nc(CC)c(c(n1)O)Br)S(=O)(=O)N1CCN(C)CC1
CHEMBL1915520,CCCOc1ccc(cc1c1nc(CC)c(c(n1)O)I)S(=O)(=O)N1CCN(C)CC1
CHEMBL1915540,CN[C@@H]1CCN(C1)c1cc(NCC2CC2)[nH]c(=N)n1
CHEMBL1915761,C[C@H](CCC=C(CO)CO)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C
CHEMBL191602,C=CC(C)(C)c1c(cc(c2c(=O)cc(c3ccccc3)oc12)O)O
CHEMBL1916282,Cc1ccc(cc1)S(=O)(=O)Nc1c(c(C)nn1c1ccccc1)C(=N[C@@H](C)C(C)(C)C)O
CHEMBL1916288,Cc1c(c(NS(=O)(=O)c2ccc(cc2)C#N)n(c2ccc(cc2)F)n1)C(=N[C@@H](C)C(C)(C)C)O
CHEMBL1916633,CC(=NC1CC(=C2CCC(C(=N[C@@H](CCc3c[nH]c4ccccc34)C(=NCc3cc(cc(c3)C(F)(F)F)C(F)(F)F)O)O)N2C1=O)C(=O)OC)O
CHEMBL1916634,CC(=NC1CC(=C2CCC(C(=N[C@@H](CCc3c[nH]c4ccccc34)C(=O)N(C)Cc3ccccc3)O)N2C1=O)C(=O)OC)O
CHEMBL1916635,CN(Cc1ccccc1)C(=O)[C@H](CCc1c[nH]c2ccccc12)N=C(C1CCC2=C(CC(C(=O)N12)N=C(O)OCc1ccccc1)C(=O)OC)O
CHEMBL191678,COc1ccc(cc1N1CCN(CCNC(=O)c2ccco2)CC1)Cl
CHEMBL191703,C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23CN1C)N(C)C
CHEMBL1917228,CN1CCC[C@H]1[C@H]1COc2ccc(cc2O1)Br
CHEMBL191728,Cc1ccc2c(ccn2C[C@@H]2CC=C[C@H](c3ccc(cc3)C(C(=O)O)C(=O)O)[C@H](CC(=O)O)C(=NC3(CCCCC3)C(=N[C@@H](CC(=N)O)C(=NC2)O)O)O)c1
CHEMBL191751,c1ccc(cc1)C[C@@H](C(=N[C@@H](Cc1ccccc1)C(=O)O)O)N=C([C@@H]1Cc2ccccc2CN1C(=O)[C@H](Cc1ccc(cc1)O)N)O
CHEMBL1917652,CCCCN=C1C=CC(=C(O)OCC[N+](C)(C)CCCNCCCN)C=C1
CHEMBL1917878,c1ccc2c(c1)c1c(cccc1c1[nH]c3ccncc3n1)[C@@H]2N=C(c1cc[nH]c2c1ccn2)O
CHEMBL191992,CC(C)N1CCC(CC1)Oc1ccc(cc1)CN(C)C
CHEMBL1922082,c1ccc(cc1)Cn1c2ccccc2nc1c1ccccc1
CHEMBL1922174,C[C@H](CC(=O)C[C@@H](C)C(=O)O)[C@H]1C[C@@H]([C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@@H](C(C)(C)[C@@H]1C[C@@H]3O)O)O
CHEMBL1922178,C[C@H](CC(=O)CC(C)C(=O)O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)[C@H]([C@]12C)OC(=O)C)[C@@]1(C)CC[C@@H](C(C)(C)[C@@H]1CC3=O)O
CHEMBL192242,COc1ccc(cc1)N1CCN(CCNC(=O)c2ccncc2)CC1
CHEMBL1922614,Cc1cc(N)n2c(c(c(NC)n2)S(=O)(=O)c2ccccc2)n1
CHEMBL1922627,Cc1cc(CCN)n2c(c(c(NC)n2)S(=O)(=O)c2ccccc2)n1
CHEMBL1922630,Cc1c(c(C)n2c(c(c(NC)n2)S(=O)(=O)c2ccccc2)n1)N
CHEMBL192264,CC(C)C[C@H]1C(=N[C@@H](CC(C)C)C(=N[C@@H](C(C)C)C(=N[C@@H](CC(C)C)C(=N[C@@H](Cc2ccccc2)C(=N1)O)O)O)O)O
CHEMBL1922773,c1ccc(cc1)S(=O)(=O)Nc1cc(cnc1)c1c[nH]c(=N)nc1
CHEMBL1922781,CS(=O)(=O)Nc1cc(cnc1)c1c[nH]c(=N)nc1
CHEMBL1922782,c1cc(cc(c1)S(=O)(=O)Nc1cc(cnc1)c1c[nH]c(=N)nc1)C(F)(F)F
CHEMBL1922907,c1cc(c(cc1F)F)S(=O)(=O)Nc1cc(cnc1)c1c[nH]c(=N)nc1
CHEMBL1922908,Cc1ccc(cc1N(=O)=O)S(=O)(=O)Nc1cc(cnc1)c1c[nH]c(=N)nc1
CHEMBL1922909,Cc1ccc(cc1)S(=O)(=O)Nc1cc(cnc1)c1c[nH]c(=N)nc1
CHEMBL1922910,c1cc(ccc1N(=O)=O)S(=O)(=O)Nc1cc(cnc1)c1c[nH]c(=N)nc1
CHEMBL1922911,COc1ccc(cc1)S(=O)(=O)Nc1cc(cnc1)c1c[nH]c(=N)nc1
CHEMBL1922912,c1ccc2cc(ccc2c1)S(=O)(=O)Nc1cc(cnc1)c1c[nH]c(=N)nc1
CHEMBL1924004,C1CCN(CC1)CCNC(=O)c1ccc(cc1)Oc1c(cc(cn1)Cl)NS(=O)(=O)c1ccc(c(c1)Cl)Cl
CHEMBL1924012,C1CCN(CC1)CCNC(=O)c1ccc(cc1)Oc1ccc(cc1NS(=O)(=O)c1ccc(c(c1)Cl)Cl)Cl
CHEMBL1924013,C1CCN(CC1)CCNC(=O)c1ccc(cc1)Oc1ccc(cc1NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)Cl
CHEMBL1924014,C1CCN(CC1)CCNC(=O)c1ccc(cc1)Oc1c(cc(cn1)Cl)NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl
CHEMBL1924015,Cc1cc(c(cc1Cl)NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)Oc1ccc(cc1)C(=O)NCCN1CCCCC1
CHEMBL1924016,COc1cc(c(cc1Cl)NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)Oc1ccc(cc1)C(=O)NCCN1CCCCC1
CHEMBL1924017,C1CCN(C1)CCNC(=O)c1ccc(cc1)Oc1ccc(cc1NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)Cl
CHEMBL1924018,Cc1cc(c(cc1Cl)NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)Oc1ccc(cc1)C(=O)NCCN1CCCC1
CHEMBL1924019,COc1cc(c(cc1Cl)NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)Oc1ccc(cc1)C(=O)NCCN1CCCC1
CHEMBL1924020,c1cc(ccc1C(=O)NCCN1CCC(C1)(F)F)Oc1ccc(cc1NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)Cl
CHEMBL1924021,Cc1cc(ccc1Oc1ccc(cc1NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)Cl)C(=O)NCCN1CCCCC1
